OBJECT,FULLOBJECT,THEME,TITLE,ABSTRACT,METADATA URL
paa,paa_area,planning,Potential Annexation Areas (PAA) and Other Urban Unincorporated Areas of King County,Shows unincorporated (outside city) areas with an urban designation under the King County comprehens ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=paa
parcel,parcel_area,property,Parcel,This layer represents the tax parcels in King County. This layer also includes place-holder polygons ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=parcel
parcel_address,parcel_address_area,property,Parcels for King County with Address; Property and Ownership Information,A parcel based layer providing an address based on spatial overlay where available; and a range of o ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=parcel_address
park,park_area,recreatn,Parks in King County,Public parks within King County. City parks and other agency parks may not be complete. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=park
park_facility,park_facility_point,recreatn,King County Parks Facility Location and Information,Parks facilities in King County. Facililites are not complete for other agencies in the county. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=park_facility
park_label,park_label_point,recreatn,Park Label Points,Selected centroid equivalent points generated from park property layer ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=park_label
park_property,park_property_area,recreatn,Park Property Information,Land properties; mostly parcels; where King County Parks and Recreation Division has ownership; mana ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=park_property
parkopdist,parkopdist_area,recreatn,maint.PARKS.ParkOpDist_Area,UnknownAbstract0 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=parkopdist
parkride,parkride_point,transportation,King County  Metro Park and Ride Lots ,A facility intended for Metro customers to park their cars and ride a bus serving that lot. The faci ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=parkride
patrol_districts,patrol_districts_area,pubsafe,King County Sheriff Patrol Districts,A patrol district consists of one or more reporting districts (areas). A patrol district is the prim ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=patrol_districts
pattern,pattern_line,transportation,King County Metro Pattern ,Contains revenue patterns for the current service period. Transit clients can use this layer to disp ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=pattern
pavementmarking,pavementmarking_point,transportation,Pavement Markings,Pavement markings are usually thermoplastics or paint on the pavement to guide roadway users of turn ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=pavementmarking
ph_clinics,ph_clinics_point,pubsafe,Public Health Clinics,General location of Public Health of Seattle and King County Medical and Dental Facilities within ow ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ph_clinics
photo_control,photo_control_point,survey,Orthophoto Ground Control Locations and Image Error Calculations,Location of painted targets; as point features; used during aerial imagery photo acquisition. Data c ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=photo_control
plant,plant_point,utility,King County and Local Sewer Agency Treatment Plants,King County and Local Sewer Agency wastewater treatment plants ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plant
planterbox,planterbox_point,transportation,Planter Box maintained by King County Roads Division,Planter box is a road furniture contains flowers; ornamental plants and sometimes also trees located ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=planterbox
planterstrip,planterstrip_line,transportation,Planter Strip maintained by King County Roads Division,Planter Strip is a narrow strip of grass or plants and sometimes also trees located between the road ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=planterstrip
plsf_blk10_hispanic,plsf_blk10_hispanic,census,2010 Census Block Groups: Hispanic or Latino (and not Hispanic/Not Latino) by Race (All Ages) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing total Hispanic or Latino populatio ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_blk10_hispanic
plsf_blk10_hispanic_18up,plsf_blk10_hispanic_18up,census,2010 Census Blocks: Hispanic or Latino (and not Hispanic/Not Latino) by Race (Age 18 and Older) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing Hispanic or Latino; and not Hispan ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_blk10_hispanic_18up
plsf_blk10_housing,plsf_blk10_housing,census,2010 Census Blocks: Housing Occupancy Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing housing data relating to Census Bl ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_blk10_housing
plsf_blk10_race_18up,plsf_blk10_race_18up,census,2010 Census Blocks: Race (18 years and older) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing race population (18 years and olde ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_blk10_race_18up
plsf_blk10_race_all,plsf_blk10_race_all,census,2010 Census Blocks: All Races All Ages Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing all age race population data relat ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_blk10_race_all
plsf_grp10_hispanic,plsf_grp10_hispanic,census,2010 Census Block Groups: Hispanic or Latino (and not Hispanic/Not Latino) by Race - All Ages Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing total Hispanic or Latino populatio ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_grp10_hispanic
plsf_grp10_hispanic_18up,plsf_grp10_hispanic_18up,census,2010 Census Block Groups: Hispanic or Latino (and not Hispanic/Not Latino) by Race (18 years and older) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing Hispanic or Latino; and not Hispan ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_grp10_hispanic_18up
plsf_grp10_housing,plsf_grp10_housing,census,2010 Census: Block Groups: Housing Occupancy Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing housing data relating to Census Bl ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_grp10_housing
plsf_grp10_race_18up,plsf_grp10_race_18up,census,2010 Census Block Groups: Race (18 years and older) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing race population (18 years and olde ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_grp10_race_18up
plsf_grp10_race_all,plsf_grp10_race_all,census,2010 Census Block Groups: All Race All Ages Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing all age race population data relat ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_grp10_race_all
plsf_place10_hispanic,plsf_place10_hispanic,census,2010 Census Places: Hispanic or Latino (and not Hispanic/Not Latino) by Race (All Ages) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing total Hispanic or Latino populatio ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_place10_hispanic
plsf_place10_hispanic_18up,plsf_place10_hispanic_18up,census,2010 Census Places: Hispanic or Latino (and not Hispanic/Not Latino) by Race (Age 18 and Older) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing Hispanic or Latino; and not Hispan ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_place10_hispanic_18up
plsf_place10_housing,plsf_place10_housing,census,2010 Census Places: Housing Occupancy Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing housing data relating to Census Pl ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_place10_housing
plsf_place10_race_18up,plsf_place10_race_18up,census,2010 Census Places: Race (18 years and older) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing race population (18 years and olde ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_place10_race_18up
plsf_place10_race_all,plsf_place10_race_all,census,2010 Census Places: All Races All Ages Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing all age race population data relat ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_place10_race_all
plsf_trt10_hispanic,plsf_trt10_hispanic,census,2010 Census Tracts: Hispanic or Latino (and not Hispanic/Not Latino) by Race (All Ages) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing total Hispanic or Latino populatio ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_trt10_hispanic
plsf_trt10_hispanic_18up,plsf_trt10_hispanic_18up,census,2010 Census Tracts: Hispanic or Latino (and not Hispanic/Not Latino) by Race (Ages 18 and Up) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing Hispanic or Latino; and not Hispan ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_trt10_hispanic_18up
plsf_trt10_housing,plsf_trt10_housing,census,2010 Census Tracts: Housing Occupancy Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing housing data relating to Census Tr ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_trt10_housing
plsf_trt10_race_18up,plsf_trt10_race_18up,census,2010 Census Tract Race (18 years and older) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing race population (18 years and olde ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_trt10_race_18up
plsf_trt10_race_all,plsf_trt10_race_all,census,2010 Census Tracts: All Race All Ages Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing all age race population data relat ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_trt10_race_all
plss,plss_area,survey,PLIBRARY.SURVEY.xxxx1152130,Public Land Survey System ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plss
plss_qtr,plss_qtr_area,survey,Public Land Survey Quarter Sections - 3 county area,Public land survey system (PLSS) for combined King; Snohomish and Pierce County areas; at quarter se ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plss_qtr
plss_sec,plss_sec_area,survey,Public Land Survey Sections - 3 county area,Public land survey system (PLSS) for combined King; Snohomish and Pierce County areas; at section le ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plss_sec
plss_twn,plss_twn_area,survey,Public Land Survey System Townships - 3 county area,Public land survey system (PLSS) for combined King; Snohomish and Pierce County areas; at township-r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plss_twn
pole,pole_point,transportation,UnknownTitle0,UnknownAbstract0 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=pole
prkdst,prkdst_area,district,Park Districts in King County,Park and Recreation districts of King County for election purposes ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=prkdst
public_parcels,public_parcels_area,property,Public Parcels in King County,Publicly-owned parcels derived from the SDE Feature Class parcel_address_area by selecting taxpayer  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=public_parcels
radarspeedsign,radarspeedsign_point,transportation,Radar Speed Signs,Radar speed signs display the approaching speed of a vehicle to a motorist. Oftentimes placed near s ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=radarspeedsign
raisedpavementmarking,raisedpavementmarking_point,transportation,Raised Pavement Marking,A raised pavement marker is a safety device used on roads. These devices are usually made with plast ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=raisedpavementmarking
raststat_7500,raststat_7500_area,survey,7500-FT Tiling Status for KC Raster Datasets,A spatial tiling index designed for storage of file-based image and other raster (i.e.; LiDAR elevat ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=raststat_7500
raststat_trmbr,raststat_trmbr_area,survey,Townshp-Range Tiling Status for KC Raster Datasets,A spatial tiling index designed for storage of file-based image and other raster (i.e.; LiDAR elevat ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=raststat_trmbr
rd_facility,rd_facility_point,transportation,RD Facility maintained by King County Roads Division,Retention or detention pond is a Flow Control (FC) facility. It is an infiltration system specifical ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=rd_facility
realprop,realprop_area,property,King County Real Property,King County Real Property ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=realprop
reg_psctr020,reg_psctr020_line,topo,Puget Sound 20-Foot Contours,Generalized 20-foot contour isolines derived from Puget Sound lowlands combined bathymetry and eleva ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=reg_psctr020
restaurant_inspections,restaurant_inspections_point,pubsafe,maint.DPH.restaurant_inspections_point,UnknownAbstract0 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=restaurant_inspections
retainingwall,retainingwall_line,transportation,Retaining Wall maintained by King County Roads Division,Retaining walls are structures designed to restrain soil to unnatural slopes. They are used to bound ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=retainingwall
revegetationproject,revegetationproject_area,natres,Riparian Revegetation Projects in King County,This dataset shows riparian revegetation projects summary data per project in WRIA 7; 8 and 9. The d ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=revegetationproject
revegetationprojectline,revegetationprojectline_line,natres,Riparian Revegetation Projects in King County (line),This dataset shows riparian revegetation projects summary data per project in King County. The data  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=revegetationprojectline
